id,movie,production_budget,domestic_gross,worldwide_gross,year,month,return_ratio
24,Saved!,5000000.0,8886160.0,10206551.0,2004,May,2.8185422
25,Les invasions barbares,5000000.0,8460000.0,25913869.0,2003,May,5.8747738
26,Robin and Marian,5000000.0,8000000.0,8000000.0,1976,March,2.2
27,Force 10 from Navarone,5000000.0,7100000.0,7100000.0,1978,December,1.84
28,The Forsaken,5000000.0,6755271.0,6755271.0,2001,April,1.7021084
29,Fahrenheit 11/9,5000000.0,6352306.0,6653715.0,2018,September,1.6012042
30,UHF,5000000.0,6157157.0,6157157.0,1989,July,1.4628628
31,Sea Rex 3D: Journey to a Prehistoric World,5000000.0,6096582.0,16515203.0,2010,May,3.522357
32,Grandmaâs Boy,5000000.0,6090172.0,6590172.0,2006,January,1.5360688
33,Slums of Beverly Hills,5000000.0,5502773.0,5502773.0,1998,August,1.2011092
34,Once Upon a Time in the West,5000000.0,5321508.0,5378425.0,1969,May,1.1399866
35,Made,5000000.0,5308707.0,5476060.0,2001,July,1.1569534
36,La mala educaciÃ³n,5000000.0,5211842.0,40311842.0,2004,November,8.1047368
37,Moon,5000000.0,5010163.0,10676073.0,2009,June,2.1372472
38,90 Minutes in Heaven,5000000.0,4816142.0,4816142.0,2015,September,0.9264568
39,Incarnate,5000000.0,4799774.0,9371036.0,2016,December,1.834162
40,Keeping Up with the Steins,5000000.0,4339241.0,4414753.0,2006,May,0.7507988
41,The Sweet Hereafter,5000000.0,4306697.0,7951247.0,1997,October,1.4515888
42,Bottle Shock,5000000.0,4078607.0,4815890.0,2008,August,0.7788994
43,Des Hommes et Des Dieux,5000000.0,3954651.0,46263525.0,2011,February,9.0436352
44,Jekyll and Hyde... Together Again,5000000.0,3707583.0,3707583.0,1982,August,0.4830332
45,Table 19,5000000.0,3614896.0,4620399.0,2017,March,0.647059
46,Green Room,5000000.0,3220371.0,3807503.0,2016,April,0.4055748
47,Thoroughbreds,5000000.0,3072605.0,3187302.0,2018,March,0.2519814
48,Heavenly Creatures,5000000.0,3046086.0,5438120.0,1994,November,0.6968412
49,The Other Side of the Door,5000000.0,3000342.0,12905107.0,2016,March,2.1810898
50,Everything Must Go,5000000.0,2712131.0,2821010.0,2011,May,0.1066282
51,Kill the Messenger,5000000.0,2450846.0,6656705.0,2014,October,0.8215102
52,Rabbit Hole,5000000.0,2229058.0,6205034.0,2010,December,0.6868184
53,Jem and the Holograms,5000000.0,2184640.0,2368937.0,2015,October,-0.0892846
54,Paterson,5000000.0,2141423.0,10727536.0,2016,December,1.5737918
55,Zero Effect,5000000.0,2080693.0,2080693.0,1998,January,-0.1677228
56,A Midnight Clear,5000000.0,1526697.0,1526697.0,1992,April,-0.3893212
57,The Machinist,5000000.0,1082044.0,8655397.0,2004,October,0.9474882
58,Light Sleeper,5000000.0,1050861.0,1050861.0,1992,September,-0.5796556
59,American Teen,5000000.0,942441.0,989319.0,2008,July,-0.613648
60,Atlas Shrugged: Who Is John Galt?,5000000.0,851690.0,851690.0,2014,September,-0.659324
61,Party Monster,5000000.0,742898.0,894030.0,2003,August,-0.6726144
62,The Oh in Ohio,5000000.0,418689.0,648183.0,2006,July,-0.7866256
63,Bottle Rocket,5000000.0,407488.0,407488.0,1996,February,-0.8370048
64,Ain't Them Bodies Saints,5000000.0,391611.0,1075009.0,2013,August,-0.706676
65,Albino Alligator,5000000.0,353480.0,353480.0,1997,January,-0.858608
66,Jimi: All is By My Side,5000000.0,340911.0,927074.0,2014,September,-0.746403
67,"Gandhi, My Father",5000000.0,240425.0,2015004.0,2007,August,-0.5489142
68,Standard Operating Procedure,5000000.0,228830.0,332120.0,2008,April,-0.88781
69,Tucker & Dale vs. Evil,5000000.0,223838.0,5476793.0,2011,September,0.1401262
70,No Looking Back,5000000.0,143273.0,143273.0,1998,March,-0.9426908
71,Cop Car,5000000.0,134552.0,143658.0,2015,August,-0.944358
72,"Lovely, Still",5000000.0,127564.0,282687.0,2010,September,-0.9179498
73,Tycoon,5000000.0,121016.0,121016.0,2003,June,-0.9515936
74,Desert Blue,5000000.0,99147.0,99147.0,1999,June,-0.9603412
75,Decoys,5000000.0,84733.0,96760.0,2004,February,-0.9637014
76,Stuck,5000000.0,67505.0,67505.0,2008,May,-0.972998
77,Redacted,5000000.0,65388.0,861325.0,2007,November,-0.8146574
78,Rudderless,5000000.0,56001.0,567219.0,2014,October,-0.875356
79,Fascination,5000000.0,16670.0,83356.0,2005,January,-0.9799948
80,Grace,5000000.0,8297.0,8297.0,2009,August,-0.9966812
81,Area 51,5000000.0,7556.0,7556.0,2015,May,-0.9969776
82,Mientras duermes,5000000.0,0.0,9109597.0,2012,October,0.8219194
83,Flying By,5000000.0,0.0,4568257.0,2009,July,-0.0863486
84,The Cottage,5000000.0,0.0,1504960.0,2008,December,-0.699008
85,Dying of the Light,5000000.0,0.0,74639.0,2014,December,-0.9850722
86,Yoga Hosers,5000000.0,0.0,22958.0,2016,September,-0.9954084
87,Dead Like Me: Life After Death,5000000.0,0.0,0.0,2009,February,-1.0
88,Farce of the Penguins,5000000.0,0.0,0.0,2007,January,-1.0
89,Psych 9,5000000.0,0.0,0.0,2010,December,-1.0
90,Reach Me,5000000.0,0.0,0.0,2014,November,-1.0
91,Henry & Me,5000000.0,0.0,0.0,2014,August,-1.0
92,Born of War,5000000.0,0.0,0.0,2015,January,-1.0
93,Let's Kill Ward's Wife,5000000.0,0.0,0.0,2015,January,-1.0
94,Capricorn One,5000000.0,0.0,0.0,2015,January,-1.0
95,We Have Your Husband,5000000.0,0.0,0.0,2011,December,-1.0
96,Should've Been Romeo,5000000.0,0.0,0.0,2012,December,-1.0
97,Aztec Warrior,5000000.0,0.0,0.0,2015,December,-1.0
98,Navy SEAL vs. Zombies,5000000.0,0.0,0.0,2015,September,-1.0
99,The Hatching,5000000.0,0.0,0.0,2016,March,-1.0
100,Running Forever,5000000.0,0.0,0.0,2015,October,-1.0
1,Mommy,4900000.0,3498695.0,17536004.0,2015,January,3.2927957142857145
2,Obsluhoval jsem anglickÃ©ho krÃ¡le,4900000.0,617228.0,7174984.0,2008,August,0.5902473469387756
3,Soul Kitchen,4900000.0,276901.0,23347461.0,2010,August,3.8212983673469387
4,The Awakening,4900000.0,95933.0,6924321.0,2012,August,0.43270489795918365
5,All Hat,4900000.0,15198.0,15198.0,2008,January,-0.9937967346938775
6,Sling Blade,4833610.0,24475416.0,34175000.0,1996,November,11.133874267886736
7,Hostel,4800000.0,47326473.0,82241110.0,2006,January,25.993246458333335
8,Only God Forgives,4800000.0,775849.0,4494560.0,2013,July,0.098001875
9,Take Shelter,4750000.0,1728953.0,4972016.0,2011,September,0.41073031578947367
10,Tristram Shandy: A Cock and Bull Story,4750000.0,1253413.0,3061763.0,2006,January,-0.0915418947368421
11,The Texas Chainsaw Massacre 2,4700000.0,8025872.0,8025872.0,1986,August,2.415264680851064
12,Lady in White,4700000.0,1705139.0,1705139.0,1988,April,-0.2744089361702128
13,Driving Lessons,4700000.0,239962.0,239962.0,2006,October,-0.8978885106382979
14,Without Men,4700000.0,0.0,0.0,2011,December,-1.0
15,Treading Water,4700000.0,0.0,0.0,2015,March,-1.0
16,Pat Garrett and Billy the Kid,4638783.0,8000000.0,11000000.0,1973,May,3.0959018777123224
17,Camping Sauvage,4600000.0,3479302.0,3479302.0,2004,July,0.51274
18,Barfi,4600000.0,2804874.0,36751984.0,2012,September,7.599316956521739
19,Dear Frankie,4600000.0,1340891.0,3099369.0,2005,March,-0.03472608695652174
20,The Assassination of Richard Nixon,4600000.0,708776.0,4880143.0,2004,December,0.21498239130434782
21,Le nom des gens,4600000.0,514237.0,9261711.0,2011,June,1.1252060869565217
22,Savage Grace,4600000.0,434417.0,968805.0,2008,May,-0.6949517391304347
23,Out of the Blue,4600000.0,728.0,731767.0,2007,October,-0.8407619565217391
24,Police Academy,4500000.0,81198894.0,81198894.0,1984,March,35.08839733333333
25,Four Weddings and a Funeral,4500000.0,52700832.0,242895809.0,1994,March,64.68814244444444
26,The Blue Lagoon,4500000.0,47923795.0,47923795.0,1980,June,20.299464444444446
27,Fast Times at Ridgemont High,4500000.0,27092880.0,27092880.0,1982,August,11.04128
28,Secrets & Lies,4500000.0,13417292.0,13417292.0,1996,September,4.963240888888889
29,25th Hour,4500000.0,13084595.0,25344490.0,2002,December,7.539796666666667
30,After Hours,4500000.0,10609321.0,10609321.0,1985,September,3.715253777777778
31,Moby Dick,4500000.0,10400000.0,10400000.0,1956,June,3.6222222222222222
32,The Lobster,4500000.0,9196278.0,18019834.0,2016,March,5.048024888888889
33,Bound,4500000.0,3802260.0,7011317.0,1996,October,1.4030171111111112
34,Requiem for a Dream,4500000.0,3635482.0,7389233.0,2000,October,1.4499366666666667
35,State Fair,4500000.0,3500000.0,3500000.0,1962,March,0.5555555555555556
36,LÃ¥t den rÃ¤tte komma in,4500000.0,2122085.0,12247682.0,2008,October,2.1932815555555556
37,Tango,4500000.0,1687311.0,5428387.0,1999,February,0.5812662222222222
38,Salvador,4500000.0,1500000.0,1500000.0,1986,April,-0.3333333333333333
39,Donnie Darko,4500000.0,1480006.0,7510877.0,2001,October,0.997974
40,Salvando al Soldado Perez,4500000.0,1400726.0,9330465.0,2011,September,1.3847091111111112
41,Karakter,4500000.0,713413.0,713413.0,1998,March,-0.6829275555555555
42,Nannerl la soeur de Mozart,4500000.0,707885.0,2404639.0,2011,August,-0.308328
43,Spun,4500000.0,410241.0,1022649.0,2003,March,-0.68158
44,Life During Wartime,4500000.0,281447.0,281447.0,2010,July,-0.8749124444444445
45,Chinjeolhan geumjassi,4500000.0,211667.0,23471871.0,2006,May,4.263008444444444
46,Blackthorn,4500000.0,200558.0,1217307.0,2011,October,-0.6849188888888889
47,Maggie,4500000.0,187112.0,1027760.0,2015,May,-0.7300284444444445
48,Lilja 4-ever,4500000.0,181655.0,4556982.0,2003,April,0.05303044444444444
49,After.Life,4500000.0,108596.0,2481925.0,2010,April,-0.4243286666666667
50,Mean Machine,4500000.0,92723.0,92723.0,2002,February,-0.9587897777777777
51,Fong juk,4500000.0,51957.0,51957.0,2007,August,-0.976908
52,Spoken Word,4500000.0,32961.0,32961.0,2010,July,-0.9853506666666667
53,The Sweeney,4500000.0,26345.0,8000366.0,2013,March,0.7837135555555556
54,Falcon Rising,4500000.0,11774.0,11774.0,2014,September,-0.9947671111111112
55,Hansel & Gretel Get Baked,4500000.0,0.0,0.0,2013,June,-1.0
56,Fugly,4500000.0,0.0,0.0,2014,November,-1.0
57,Zipper,4500000.0,0.0,0.0,2015,August,-1.0
58,The Final Girls,4500000.0,0.0,0.0,2015,November,-1.0
59,Daisy Winters,4500000.0,0.0,0.0,2017,December,-1.0
60,One Flew Over the Cuckoo's Nest,4400000.0,108981275.0,108997629.0,1975,November,48.54066
61,Silent Movie,4400000.0,36145695.0,36145695.0,1976,June,15.429861363636364
62,Airlift (2016),4400000.0,0.0,9969237.0,2016,December,1.2657356818181817
63,R.L. Stine's Monsterville: The Cabinet of Souls,4400000.0,0.0,0.0,2015,September,-1.0
64,Anna,4357373.0,0.0,1200000.0,2014,June,-0.7246047102233387
65,Whale Rider,4300000.0,20779666.0,39374600.0,2003,June,12.989364186046512
66,Sexy Beast,4300000.0,6946056.0,10158355.0,2001,June,2.97777
67,Paa,4300000.0,199228.0,9791282.0,2009,December,1.3233744186046512
68,Snabba Cash,4300000.0,188870.0,10212403.0,2012,July,1.4189006976744185
69,Night of the Living Dead,4200000.0,5835247.0,5835247.0,1990,October,1.7786890476190476
70,Nochnoy dozor,4200000.0,1502188.0,33913542.0,2006,February,7.432316666666667
71,Animal Kingdom,4200000.0,1044039.0,8078683.0,2010,August,1.1720766666666667
72,George A. Romero's Survival of the Dead,4200000.0,101740.0,101740.0,2010,May,-0.9515523809523809
73,Cargo,4200000.0,0.0,313230.0,2011,October,-0.9254214285714286
74,High School Musical,4200000.0,0.0,0.0,2006,May,-1.0
75,Love and Death on Long Island,4030000.0,2542264.0,2542264.0,1998,March,0.2616694789081886
76,Porky's,4000000.0,109492484.0,109492484.0,1982,March,53.746242
77,Peter Pan,4000000.0,87400000.0,87400000.0,1953,February,42.7
78,The Crying Game,4000000.0,62546695.0,62546695.0,1992,November,30.2733475
79,Lost in Translation,4000000.0,44585453.0,117085297.0,2003,September,39.4176875
80,Annie Hall,4000000.0,38251425.0,38251425.0,1977,April,18.1257125
81,The Boy Next Door,4000000.0,36006065.0,53401938.0,2015,January,21.35200075
82,The Greatest Show on Earth,4000000.0,36000000.0,36000000.0,1952,January,17.0
83,Leaving Las Vegas,4000000.0,31983777.0,49800000.0,1995,October,19.44594425
84,Monster's Ball,4000000.0,31273922.0,43766463.0,2001,December,17.76009625
85,Boyhood,4000000.0,25379975.0,57273049.0,2014,July,19.663256
86,Exodus,4000000.0,21750000.0,21750000.0,1960,December,9.875
87,The Kids Are All Right,4000000.0,20811365.0,36275469.0,2010,July,13.2717085
88,Life of Brian,4000000.0,20182359.0,20468305.0,1979,August,9.162666
89,A Haunted House 2,4000000.0,17329487.0,21206861.0,2014,April,8.634087
90,The Last Exorcism Part II,4000000.0,15179303.0,25448707.0,2013,March,9.1570025
91,The Front Page,4000000.0,15000000.0,15000000.0,1974,December,6.5
92,Trapeze,4000000.0,14400000.0,14400000.0,1956,May,6.2
93,The Return of the Living Dead,4000000.0,14237880.0,14237880.0,1985,August,6.11894
94,They Live,4000000.0,13000000.0,13000774.0,1988,November,5.5001935
95,Saving Grace,4000000.0,12178602.0,27786849.0,2000,August,8.99136275
96,The Great Escape,4000000.0,11744471.0,11972561.0,1963,August,4.929258
97,What the #$'! Do We Know,4000000.0,10941801.0,10941801.0,2004,February,4.4709005
98,The Darkness,4000000.0,10753574.0,10898293.0,2016,May,4.41296675
99,Scoop,4000000.0,10525717.0,40103262.0,2006,July,11.65724475
100,The Wash,4000000.0,10097096.0,10097096.0,2001,November,4.048548
1,3 Strikes,4000000.0,9821335.0,9821335.0,2000,March,3.9106675
2,The Visitor,4000000.0,9427026.0,19174817.0,2008,April,6.15046075
3,The Cooler,4000000.0,8291572.0,11131455.0,2003,November,3.85575675
4,The Misfits,4000000.0,8200000.0,8200000.0,1961,February,3.1
5,The Night Listener,4000000.0,7836393.0,10770993.0,2006,August,3.6518465
6,The Jerky Boys,4000000.0,7555256.0,7555256.0,1995,February,2.777628
7,El orfanato,4000000.0,7159147.0,79250193.0,2007,December,20.602335
8,Bug,4000000.0,7006708.0,8302995.0,2007,May,2.82742575
9,The Rules of Attraction,4000000.0,6525762.0,11799060.0,2002,October,3.5812055
10,Topaz,4000000.0,6000000.0,6000000.0,1969,December,2.0
11,Let's Go to Prison,4000000.0,4630045.0,4630045.0,2006,November,1.3150225
12,Four Rooms,4000000.0,4301000.0,4301000.0,1995,December,1.1505
13,Secretary,4000000.0,4046737.0,9413956.0,2002,September,2.36517325
14,The Real Cancun,4000000.0,3816594.0,3816594.0,2003,April,0.908297
15,Talk Radio,4000000.0,3468572.0,3468572.0,1988,December,0.734286
16,Waiting for Guffman,4000000.0,2922988.0,2922988.0,1997,January,0.461494
17,Love Stinks,4000000.0,2793776.0,2793776.0,1999,September,0.396888
18,Samsara,4000000.0,2672413.0,5966671.0,2012,August,1.159771
19,You Kill Me,4000000.0,2426851.0,3858964.0,2007,June,0.57145375
20,The Art of Getting By,4000000.0,1430241.0,1989035.0,2011,June,-0.145181
21,Thumbsucker,4000000.0,1328679.0,1919197.0,2005,September,-0.188031
22,Red State,4000000.0,1065429.0,1983596.0,2011,September,-0.23774375
23,MirrorMask,4000000.0,864959.0,973613.0,2005,September,-0.540357
24,The Barbarians,4000000.0,800000.0,800000.0,1987,March,-0.6
25,Holy Motors,4000000.0,641054.0,4230426.0,2012,October,0.21787
26,The Signal,4000000.0,600896.0,2665322.0,2014,June,-0.1834455
27,Poolhall Junkies,4000000.0,563711.0,563711.0,2003,February,-0.7181445
28,The Loss of Sexual Innocence,4000000.0,399793.0,399793.0,1999,May,-0.8001035
29,The Face of Love,4000000.0,385069.0,1158877.0,2014,March,-0.6140135
30,Joe,4000000.0,373375.0,373375.0,2014,April,-0.8133125
31,Prison,4000000.0,354704.0,354704.0,1988,March,-0.822648
32,Shooting Fish,4000000.0,302204.0,302204.0,1998,May,-0.848898
33,Adoration,4000000.0,294244.0,384244.0,2009,May,-0.830378
34,Psycho Beach Party,4000000.0,267972.0,267972.0,2000,August,-0.866014
35,Late Night,4000000.0,246305.0,246305.0,2019,June,-0.8768475
36,The Big Tease,4000000.0,185577.0,185577.0,2000,January,-0.9072115
37,Polina danser sa vie,4000000.0,165203.0,953314.0,2017,August,-0.72037075
38,Desert Dancer,4000000.0,155271.0,596335.0,2015,April,-0.8120985
39,"Guten Tag, Ramon",4000000.0,154356.0,4854356.0,2015,January,0.252178
40,Mondays in the Sun,4000000.0,146402.0,146402.0,2003,July,-0.926799
41,Manglehorn,4000000.0,132270.0,797439.0,2015,June,-0.76757275
42,Tau ming chong,4000000.0,129078.0,38899792.0,2010,April,8.7572175
43,Trust,4000000.0,120016.0,120016.0,2011,April,-0.939992
44,An Everlasting Piece,4000000.0,75078.0,75078.0,2000,December,-0.962461
45,Among Giants,4000000.0,64359.0,64359.0,1999,March,-0.9678205
46,The Velocity of Gary,4000000.0,34145.0,34145.0,1999,July,-0.9829275
47,Stake Land,4000000.0,33245.0,679482.0,2011,April,-0.82181825
48,Praia do Futuro,4000000.0,20620.0,760678.0,2015,February,-0.8046755
49,Sonny,4000000.0,17639.0,17639.0,2002,December,-0.9911805
50,The Last Time I Committed Suicide,4000000.0,12836.0,12836.0,1997,June,-0.993582
51,13 Sins,4000000.0,9134.0,47552.0,2014,April,-0.9858285
52,Another Happy Day,4000000.0,9120.0,978527.0,2011,November,-0.75308825
53,Inescapable,4000000.0,4327.0,4327.0,2013,February,-0.9978365
54,Perfectos Desconocidos,4000000.0,0.0,31166312.0,2017,December,6.791578
55,Geograf globus propil,4000000.0,0.0,4454853.0,2013,December,0.11371325
56,A Lonely Place to Die,4000000.0,0.0,442550.0,2012,March,-0.8893625
57,Nothing,4000000.0,0.0,63180.0,2003,December,-0.984205
58,The Loved Ones,4000000.0,0.0,12302.0,2012,June,-0.9969245
59,1776,4000000.0,0.0,0.0,1972,November,-1.0
60,Hell's Angels,4000000.0,0.0,0.0,1930,November,-1.0
61,Purple Violets,4000000.0,0.0,0.0,2008,August,-1.0
62,Replicas,4000000.0,0.0,0.0,2012,November,-1.0
63,The Helpers,4000000.0,0.0,0.0,2012,December,-1.0
64,The Veil,4000000.0,0.0,0.0,2015,December,-1.0
65,The Perfect Wave,4000000.0,0.0,0.0,2014,July,-1.0
66,How to Fall in Love,4000000.0,0.0,0.0,2012,December,-1.0
67,Chain of Command,4000000.0,0.0,0.0,2015,September,-1.0
68,Gone with the Wind,3900000.0,198680470.0,390525192.0,1939,December,150.07837487179486
69,A Man for All Seasons,3900000.0,28350000.0,28350000.0,1966,December,13.538461538461538
70,Ben-Hur: A Tale of the Christ,3900000.0,9000000.0,9000000.0,1925,December,3.6153846153846154
71,Network,3800000.0,23689877.0,23689877.0,1976,January,11.468356315789475
72,Down for Life,3800000.0,41914.0,41914.0,2011,January,-0.97794
73,The Good Heart,3800000.0,20930.0,340930.0,2010,April,-0.9047736842105263
74,Major Dundee,3800000.0,14873.0,14873.0,1965,April,-0.9921721052631579
75,Hevi reissu,3800000.0,10153.0,10153.0,2018,October,-0.9946563157894737
76,The Taking of Pelham One Two Three,3800000.0,0.0,0.0,1974,December,-1.0
77,Annie Get Your Gun,3768785.0,8000000.0,8000000.0,1950,May,3.245400042719338
78,Casa de Areia,3750000.0,539285.0,1178175.0,2006,August,-0.5420106666666666
79,Four Lions,3750000.0,310007.0,2436111.0,2010,November,-0.2677018666666667
80,Defendor,3750000.0,44462.0,44462.0,2010,February,-0.9762869333333334
81,The Ballad of Cable Hogue,3716946.0,3500000.0,5000000.0,1970,May,1.2868236450031827
82,The Pirate,3700000.0,2956000.0,2956000.0,1948,May,0.5978378378378378
83,The History Boys,3700000.0,2730296.0,13447998.0,2006,November,3.3725118918918917
84,Unknown,3700000.0,26403.0,3355048.0,2006,November,-0.08609432432432433
85,Midnight Cowboy,3600000.0,44785053.0,44785053.0,1969,May,23.880585
86,Billy: The Early Years of Billy Graham,3600000.0,320896.0,320896.0,2008,October,-0.8217244444444445
87,UtÃ¸ya 22. juli,3600000.0,0.0,173156.0,2017,December,-0.9519011111111111
88,Airplane!,3500000.0,83453539.0,83453539.0,1980,July,46.68773657142857
89,M*A*S*H,3500000.0,81600000.0,81600000.0,1970,January,45.628571428571426
90,The Full Monty,3500000.0,45950122.0,261249383.0,1997,August,86.77128714285715
91,Truth or Dare,3500000.0,41411015.0,95127344.0,2018,April,38.01095971428571
92,Menace II Society,3500000.0,27731527.0,27731527.0,1993,May,14.846586857142857
93,Friday,3500000.0,27467564.0,27936778.0,1995,April,14.829812
94,The Witch,3500000.0,25138705.0,40454520.0,2016,February,17.74092142857143
95,Winchester,3500000.0,25091816.0,44378040.0,2018,February,18.848530285714286
96,Empire,3500000.0,17504595.0,18495444.0,2002,December,9.285725428571428
97,Dark Skies,3500000.0,17418667.0,27704111.0,2013,February,11.892222285714286
98,Forever My Girl,3500000.0,16376066.0,16376066.0,2018,January,8.357752
99,Creepshow 2,3500000.0,14000000.0,14000000.0,1987,May,7.0
100,In Cold Blood,3500000.0,13000000.0,13007551.0,1967,December,6.430728857142857
1,The Nun's Story,3500000.0,12800000.0,12800000.0,1959,July,6.314285714285714
2,Frenzy,3500000.0,12600000.0,12600000.0,1972,June,6.2
3,Harper,3500000.0,12000000.0,12000000.0,1966,February,5.857142857142857
4,I Got the Hook-Up!,3500000.0,10317779.0,10317779.0,1998,May,4.895873714285714
5,She's the One,3500000.0,9482579.0,13795053.0,1996,August,5.650752
6,Terror Train,3500000.0,8000000.0,8000000.0,1980,January,3.5714285714285716
7,Gods and Monsters,3500000.0,6451628.0,6451628.0,1998,November,2.6866445714285714
8,El secreto de sus ojos,3500000.0,6391436.0,40527719.0,2010,April,12.405472857142858
9,Evil Dead II,3500000.0,5923044.0,5926177.0,1987,March,2.385491714285714
10,Day of the Dead,3500000.0,5804262.0,34004262.0,1985,June,10.373864
11,First Reformed,3500000.0,3448256.0,3874772.0,2018,May,1.0922937142857143
12,Pootie Tang,3500000.0,3293258.0,3293258.0,2001,June,0.8818617142857142
13,Believe,3500000.0,890303.0,890303.0,2016,December,-0.49125542857142857
14,La otra conquista,3500000.0,886410.0,886410.0,2000,April,-0.49348
15,American Honey,3500000.0,663247.0,2611750.0,2016,September,-0.06428657142857143
16,The Bronze,3500000.0,615816.0,615816.0,2016,March,-0.6481051428571428
17,Trolljegeren,3500000.0,253444.0,5706638.0,2011,June,0.7028805714285714
18,Ira and Abby,3500000.0,221096.0,221096.0,2007,September,-0.8736594285714285
19,The Masked Saint,3500000.0,182695.0,182695.0,2016,January,-0.8956028571428571
20,Winter Passing,3500000.0,107492.0,113783.0,2006,February,-0.9367785714285715
21,D.E.B.S.,3500000.0,96793.0,96793.0,2005,March,-0.9446897142857142
22,Time to Choose,3500000.0,29233.0,29233.0,2016,June,-0.9832954285714286
23,Surveillance,3500000.0,27349.0,1396395.0,2009,June,-0.593216
24,Taxman,3500000.0,9871.0,9871.0,1999,September,-0.9943594285714286
25,The Kick,3500000.0,0.0,40622.0,2011,December,-0.9883937142857143
26,The Betrayed,3500000.0,0.0,0.0,2009,June,-1.0
27,The Secret,3500000.0,0.0,0.0,2006,October,-1.0
28,2:13,3500000.0,0.0,0.0,2011,June,-1.0
29,"Batman: The Dark Knight Returns, Part 2",3500000.0,0.0,0.0,2013,January,-1.0
30,In the Name of the King III,3500000.0,0.0,0.0,2014,March,-1.0
31,Wicked Blood,3500000.0,0.0,0.0,2014,March,-1.0
32,Dawn Patrol,3500000.0,0.0,0.0,2015,June,-1.0
33,Jagten,3450000.0,687185.0,18309793.0,2013,May,4.506370434782609
34,Lords of London,3440000.0,0.0,0.0,2015,September,-1.0
35,La marche de l'empereur,3400000.0,77437223.0,133276359.0,2005,June,60.97458294117647
36,High Anxiety,3400000.0,31063038.0,31063038.0,1977,December,17.272375294117648
37,Margin Call,3400000.0,5353586.0,20433227.0,2011,October,6.584356764705882
38,Choke,3400000.0,2926565.0,4124277.0,2008,September,1.0737770588235294
39,L\'incomparable mademoiselle C.,3400000.0,493905.0,493905.0,2004,April,-0.7094676470588235
40,August,3400000.0,12636.0,12636.0,2008,July,-0.9925670588235294
41,To Write Love On Her Arms,3400000.0,0.0,0.0,2015,March,-1.0
42,Carousel,3380000.0,0.0,3604.0,1956,February,-0.9989337278106509
43,Whiplash,3300000.0,13092006.0,38969037.0,2014,October,14.776073636363636
44,Bella,3300000.0,8093373.0,12405473.0,2007,October,5.211771515151515
45,Cidade de Deus,3300000.0,7563397.0,32059295.0,2003,January,11.006876363636364
46,Human Traffic,3300000.0,104257.0,5422740.0,2000,May,0.6748475757575758
47,The Dead Girl,3300000.0,19875.0,19875.0,2006,December,-0.9879545454545454
48,The Opposite Sex,3300000.0,0.0,50206.0,2015,January,-0.9847860606060606
49,A Christmas Story,3250000.0,20605209.0,20605209.0,1983,November,11.680128615384616
50,Class of 1984,3250000.0,6965361.0,6965361.0,1982,August,3.286376
51,Entre les murs,3250000.0,3766810.0,34114067.0,2009,January,10.655654461538461
52,Dreaming of Joseph Lees,3250000.0,7680.0,7680.0,1999,October,-0.9952738461538462
53,Rosemary's Baby,3200000.0,33395426.0,33395426.0,1968,June,19.87214125
54,Sorry to Bother You,3200000.0,17493096.0,18285560.0,2018,July,10.18083
55,The Man Who Shot Liberty Valance,3200000.0,8000000.0,8000000.0,1962,April,4.0
56,Maria Full of Grace,3200000.0,6529624.0,14441158.0,2004,July,5.553369375
57,Beginners,3200000.0,5790894.0,14314407.0,2011,June,5.2829065625
58,The Meddler,3200000.0,4267219.0,5526942.0,2016,April,2.0606753125
59,Adam,3200000.0,2283291.0,2834485.0,2009,July,0.599305
60,Feast,3200000.0,56131.0,690872.0,2006,September,-0.7665615625
61,Itâs a Wonderful Life,3180000.0,6600000.0,10768908.0,1946,December,4.4619207547169815
62,Trainspotting,3100000.0,16501785.0,71558971.0,1996,July,27.40669548387097
63,Antiviral,3100000.0,0.0,123407.0,2013,April,-0.9601912903225807
64,National Lampoon's Animal House,3000000.0,141600000.0,141600000.0,1978,July,93.4
65,Paranormal Activity 2,3000000.0,84752907.0,177512032.0,2010,October,86.42164633333333
66,War Room,3000000.0,67790117.0,73975239.0,2015,August,46.25511866666667
67,The Purge,3000000.0,64473115.0,91266581.0,2013,June,50.913232
68,Goldfinger,3000000.0,51100000.0,124900000.0,1964,December,57.666666666666664
69,Sinister,3000000.0,48086903.0,87727807.0,2012,October,44.27157
70,The Original Kings of Comedy,3000000.0,38168022.0,38236338.0,2000,August,24.46812
71,The Bridge on the River Kwai,3000000.0,33300000.0,33300000.0,1957,December,21.2
72,Coming Home,3000000.0,32653000.0,32653000.0,1978,January,20.768666666666668
73,Waking Ned Devine,3000000.0,24793251.0,55193251.0,1998,November,25.662167333333333
74,Air Bud,3000000.0,24646936.0,27788649.0,1997,August,16.478528333333333
75,Bowling for Columbine,3000000.0,21576018.0,58240487.0,2002,October,25.605501666666665
76,A Nightmare on Elm Street Part 2: Freddy's Revenge,3000000.0,21163999.0,21163999.0,1985,November,13.109332666666667
77,A Room with a View,3000000.0,20966644.0,20966644.0,1986,March,12.977762666666667
78,Love and Death,3000000.0,20123742.0,20123742.0,1975,June,12.415828
79,Friday the 13th Part VI: Jason Lives,3000000.0,19472057.0,19472057.0,1986,August,11.981371333333334
80,Martin Lawrence Live: RunTelDat,3000000.0,19184820.0,19184820.0,2002,August,11.78988
